Designation;A;Ix;Zx;Sx;rx;Iy;Zy;Sy;ry;J
CB162N;11.78;525.9;72.9;65.7;6.88;32.0;13.5;8.8;1.65;0.79
B16;11.78;521.7;72.8;65.7;6.66;27.9;12.5;7.7;1.54;0.93
16WF, B16;11.77;515.5;71.8;64.4;6.62;26.5;12.7;7.6;1.50;0.85
16WF, CB161;11.77;515.5;71.8;64.4;6.62;26.5;12.7;7.6;1.50;0.80
CB162;11.75;524.6;72.6;65.6;6.68;29.8;13.1;8.5;1.59;0.84
16WF;11.39;490.8;69.0;61.9;6.56;22.9;12.2;6.5;1.42;0.93
CB161;11.17;475.1;66.6;59.3;6.52;19.2;9.9;6.4;1.31;0.81
CB162N;10.88;470.0;65.9;59.2;6.57;28.1;12.0;7.8;1.61;0.59
B16;10.88;469.2;65.8;59.1;6.57;23.7;10.8;6.6;1.48;0.68
16WF, B16;10.59;446.3;63.0;56.3;6.49;22.1;10.8;6.3;1.45;0.59
16WF, CB161;10.59;446.3;63.0;56.3;6.49;22.1;10.8;6.3;1.45;0.55
B16;10.29;435.8;61.5;55.1;6.51;21.4;9.8;5.9;1.44;0.57
CB161;10.29;435.5;61.2;54.7;6.50;17.5;9.0;5.8;1.30;0.64
   ----;9.12;372.5;53.0;47.0;6.39;11.6;7.0;4.2;1.13;0.47
   ----;7.65;298.1;43.0;38.1;6.24;8.7;5.5;3.2;1.07;0.27
G15b;43.30;1685.4;254.6;222.9;6.24;347.5;93.2;59.0;2.83;26.8
G15b;42.73;1666.2;254.6;220.4;6.24;347.3;93.2;59.0;2.85;26.8
G15b;41.44;1596.8;242.3;212.9;6.21;328.5;88.4;55.9;2.82;23.7
G15b;40.86;1577.7;242.3;210.4;6.21;328.3;88.4;55.9;2.83;23.7
G15b;41.28;1591.5;244.6;212.2;6.21;319.2;87.4;54.3;2.78;25.8
G15b;41.27;1592.7;244.7;212.4;6.21;331.0;89.3;56.3;2.83;24.9
G15b;39.58;1509.9;230.1;202.9;6.18;309.7;83.7;52.9;2.80;20.8
G15b;39.01;1490.7;230.1;200.4;6.18;309.5;83.7;52.8;2.82;20.8
G15b;37.47;1415.6;216.6;191.9;6.15;289.1;78.5;49.5;2.78;17.9
G15a;32.75;1319.3;196.1;174.5;6.35;231.3;65.1;41.0;2.66;12.1
G15a;32.40;1306.3;196.1;172.8;6.35;231.2;65.1;41.0;2.67;12.1
CB153N;31.77;1320.4;193.9;172.4;6.45;240.6;66.2;43.4;2.75;10.0
G15;31.75;1317.5;193.6;172.0;6.44;217.0;62.2;39.1;2.61;11.1
G15a;30.80;1231.3;183.6;164.2;6.32;214.4;60.7;38.1;2.64;10.2
G15a;30.45;1218.2;183.6;162.4;6.32;214.3;60.7;38.1;2.65;10.2
G15a;30.58;1219.7;184.3;162.6;6.32;203.3;59.0;36.1;2.58;11.1
G15a;30.50;1220.1;184.0;162.7;6.32;213.0;60.5;37.9;2.64;10.5
G15;29.14;1198.4;177.0;158.1;6.41;195.7;56.5;35.5;2.59;8.78
CB153N;29.11;1200.4;177.1;158.4;6.42;218.8;60.4;39.6;2.74;7.85
G15a;29.00;1147.7;171.9;154.3;6.29;198.5;56.5;35.4;2.62;8.62
G15a;28.65;1134.7;171.9;152.5;6.29;198.4;56.5;35.4;2.63;8.62
G15a;27.66;1090.2;163.6;147.3;6.28;187.4;53.5;33.5;2.60;7.59
G15;26.77;1086.8;161.4;144.9;6.37;175.7;51.0;31.9;2.56;6.91
CB153N;26.76;1089.1;161.5;145.2;6.38;198.7;55.0;36.1;2.73;6.12
G15;25.01;1004.9;149.9;135.1;6.34;161.0;47.0;29.3;2.54;5.69
CB153N;24.99;1007.2;150.0;135.4;6.35;183.9;51.0;33.5;2.71;5.00
G15;23.66;977.4;143.3;129.3;6.43;143.1;42.7;26.5;2.46;4.81
G15;23.44;968.5;143.3;128.1;6.43;143.0;42.7;26.5;2.47;4.81
G15;21.76;892.7;131.3;119.0;6.40;128.9;38.7;24.0;2.43;3.83
G15;21.55;883.8;131.3;117.8;6.40;128.9;38.7;24.0;2.45;3.83
G15;21.52;886.5;131.7;118.2;6.42;116.6;36.9;22.2;2.33;4.40
G15;21.49;883.4;131.2;117.8;6.41;123.2;38.0;23.5;2.39;4.03
B15b;21.27;797.9;122.5;106.4;6.13;55.1;24.9;15.4;1.61;6.35
B15a;21.20;837.2;124.2;109.4;6.28;62.1;26.2;16.4;1.71;5.16
CB152N;21.18;838.2;124.0;109.5;6.29;67.0;27.3;17.7;1.78;4.81
B15b;20.95;796.2;121.6;106.2;6.16;61.3;26.1;16.3;1.71;5.51
B15b;21.04;799.5;120.6;106.6;6.16;60.9;25.9;16.2;1.70;5.33
B15b;20.79;789.4;120.6;105.3;6.16;60.8;25.9;16.2;1.71;5.33
B15b;20.95;796.2;121.6;106.2;6.16;61.3;26.1;16.3;7.71;5.51
G15;20.18;815.3;120.5;109.6;6.36;115.8;35.1;21.6;2.40;3.07
G15;19.96;806.4;120.5;108.4;6.36;115.8;35.1;21.6;2.41;3.07
CB152N;19.41;760.0;113.0;100.3;6.26;60.5;24.8;16.0;1.77;3.74
B15a;19.38;758.1;112.9;100.0;6.25;55.6;23.6;14.8;1.69;4.02
G15;19.09;771.6;114.1;104.1;6.36;108.6;33.1;20.3;2.39;2.67
B15a;18.85;666.8;103.9;88.9;5.95;40.8;19.1;11.3;1.47;3.66
B15a;18.81;664.9;103.4;88.6;5.95;41.9;19.3;11.6;1.49;3.49
CB152N;17.63;680.7;101.7;90.8;6.21;53.9;22.2;14.4;1.75;2.82
B15a;17.58;678.2;101.6;90.4;6.21;49.1;20.9;13.1;1.67;3.04
B15a;17.49;676.2;100.9;89.4;6.22;42.8;19.5;12.2;1.56;3.19
B15a;17.32;668.7;100.9;88.4;6.21;42.8;19.5;12.1;1.57;3.19
CB152N;16.18;620.4;93.0;83.4;6.19;48.9;20.2;13.1;1.74;2.21
B15a;16.16;618.4;92.9;83.1;6.19;44.2;19.0;11.8;1.65;2.40
B15a;16.05;617.0;92.3;82.3;6.20;38.6;17.6;11.0;1.55;2.53
B15a;15.88;610.0;92.4;81.3;6.20;38.3;17.6;10.9;1.55;2.56
B15a;15.87;609.5;92.3;81.3;6.20;38.6;17.6;11.0;1.56;2.53
B15a;15.88;610.0;92.4;81.3;6.20;38.3;17.6;10.9;1.55;2.56
B15a;15.85;610.5;92.6;81.4;6.21;37.2;17.3;10.6;1.53;2.69
B15a;14.84;563.3;84.7;75.7;6.16;34.7;16.0;10.0;1.53;2.01
B15a;14.66;555.8;84.7;74.7;6.16;34.7;16.0;10.0;1.54;2.01
B15;14.43;568.7;84.0;74.6;6.28;31.6;14.9;9.2;1.48;1.78
CB152N;14.41;569.6;83.9;74.7;6.29;34.9;15.8;10.2;1.56;1.63
B15a;13.63;508.2;76.9;68.9;6.11;30.8;14.3;8.9;1.50;1.55
B15;13.52;484.8;74.7;64.6;5.99;25.2;12.3;7.4;1.36;1.40
B15;13.46;484.6;74.8;64.6;5.99;24.2;12.0;7.1;1.34;1.41
B15;12.94;505.9;75.0;66.9;6.25;27.6;13.1;8.1;1.46;1.31
CB151N;12.93;507.1;74.9;67.1;6.26;30.9;14.0;9.1;1.55;1.20
B15;12.50;492.0;72.8;65.2;6.27;26.9;12.8;7.9;1.47;1.22
B15;12.39;486.8;72.8;64.5;6.27;26.9;12.8;7.9;1.47;1.22
B15;12.41;464.9;70.8;62.0;6.12;23.4;11.6;6.9;1.37;1.21
B15;12.02;456.7;69.1;60.9;6.16;24.0;11.7;7.2;1.41;1.12
B15;11.80;463.3;68.6;61.6;6.27;25.1;12.0;7.4;1.46;1.04
B15;11.68;458.1;68.6;61.0;6.26;25.1;12.0;7.4;1.47;1.04
CB151N;11.47;448.8;66.3;59.8;6.25;27.2;12.4;8.1;1.54;0.86
B15;11.45;447.0;66.3;59.6;6.25;23.9;11.5;7.1;1.45;0.95
B15;11.37;447.6;66.2;59.7;6.27;24.1;11.5;7.2;1.46;0.95
B15;11.27;442.6;66.3;59.0;6.27;23.4;11.4;7.0;1.44;0.98
B15;11.26;442.4;66.2;59.0;6.27;24.1;11.5;7.2;1.46;0.95
B15;11.27;442.6;66.3;59.0;6.27;23.4;11.4;7.0;1.44;0.98
B15;11.21;442.4;66.3;59.0;6.28;22.5;11.1;6.8;1.42;1.05
B65;10.91;405.5;61.2;54.1;6.10;19.9;9.8;5.9;1.35;0.72
B65;10.91;405.5;61.2;54.1;6.10;19.9;9.8;5.9;1.35;0.72
B35;10.63;405.1;60.3;54.0;6.17;13.5;8.2;4.9;1.13;1.09
B15;10.61;410.9;61.1;55.1;6.22;21.7;10.5;6.5;1.43;0.76
B15;10.34;396.3;59.1;53.3;6.19;20.6;10.0;6.1;1.41;0.70
CB151N;10.29;396.7;58.9;53.3;6.21;23.9;10.9;7.1;1.52;0.62
B24;10.22;367.9;55.3;49.0;6.00;11.6;7.1;4.2;1.06;0.74
14WF, CB145;39.98;1593.0;240.8;216.0;6.31;567.7;116.9;77.0;3.77;13.5
14WF, B14d;39.98;1593.0;240.8;216.0;6.31;567.7;116.9;77.0;3.77;13.5
CB145N;39.98;1592.3;240.8;215.9;6.31;567.7;116.9;77.0;3.77;13.6
CB146;39.70;1530.4;235.6;211.8;6.21;608.4;121.0;79.9;3.92;12.8
CB145N;37.33;1476.0;224.1;201.9;6.29;527.6;108.9;71.8;3.76;11.2
14WF, CB145;37.33;1476.7;224.0;202.0;6.29;527.6;108.9;71.8;3.76;11.1
14WF, B14d;37.33;1476.7;224.0;202.0;6.29;527.6;108.9;71.8;3.76;11.1
CB146;36.75;1402.1;216.9;196.0;6.18;559.4;111.5;73.7;3.90;10.2
14WF, CB145;34.99;1373.1;209.1;189.4;6.26;491.8;101.7;67.1;3.75;9.20
14WF, B14d;34.99;1373.1;209.1;189.4;6.26;491.8;101.7;67.1;3.75;9.20
CB145N;34.97;1372.2;209.1;189.3;6.26;491.7;101.7;67.1;3.75;9.28
CB146;33.82;1275.9;198.4;180.3;6.14;510.9;102.1;67.5;3.89;8.04
14WF, B14d;32.65;1266.5;193.8;176.3;6.23;454.9;94.2;62.2;3.73;7.48
14WF, CB145;32.65;1266.5;193.8;176.3;6.23;454.9;94.2;62.2;3.73;7.48
CB145N;32.62;1265.3;193.8;176.1;6.23;454.7;94.2;62.2;3.73;7.55
CB146;31.18;1164.1;181.9;166.1;6.11;467.6;93.6;61.9;3.87;6.34
CB145;30.88;1169.6;180.9;162.8;6.15;292.6;73.4;48.4;3.08;8.84
CB145N;30.27;1165.4;179.1;163.6;6.20;419.8;87.1;57.6;3.72;6.10
14WF, CB145;30.26;1165.8;178.9;163.6;6.21;419.7;87.1;57.6;3.72;6.02
14WF, B14d;30.26;1165.8;178.9;163.6;6.21;419.7;87.1;57.6;3.72;6.02
CB146;28.23;1042.1;163.6;150.3;6.08;419.9;84.3;55.8;3.86;4.75
14WF, CB145;27.94;1063.5;164.0;150.6;6.17;383.7;79.8;52.8;3.71;4.74
14WF, B14d;27.94;1063.5;164.0;150.6;6.17;383.7;79.8;52.8;3.71;4.74
CB145;27.93;1044.0;162.4;147.2;6.11;262.0;65.9;43.5;3.06;6.62
CB145N;27.92;1062.5;164.0;150.5;6.17;383.7;79.8;52.8;3.71;4.80
CB145N;25.56;966.2;149.6;138.0;6.15;349.7;72.9;48.2;3.70;3.74
14WF, B14d;25.56;966.9;149.5;138.1;6.15;349.7;72.9;48.2;3.70;3.68
14WF, CB145;25.56;966.9;149.5;138.1;6.15;349.7;72.9;48.2;3.70;3.68
CB146;25.28;923.0;145.6;134.6;6.04;373.1;75.1;49.7;3.84;3.46
CB145;24.99;921.3;144.2;131.6;6.07;232.0;58.5;38.7;3.05;4.80
14WF, CB144;24.71;928.4;143.3;130.9;6.13;225.5;56.9;37.5;3.02;4.41
14WF, B14c;24.71;928.4;143.3;130.9;6.13;225.5;56.9;37.5;3.02;4.41
CB144N;24.68;927.2;143.3;130.8;6.13;225.4;56.9;37.5;3.02;4.47
CB144N;22.94;850.5;132.1;121.0;6.09;206.9;52.3;34.5;3.00;3.58
14WF, CB144;22.94;851.2;132.0;121.1;6.09;206.9;52.3;34.5;3.00;3.52
14WF, B14c;22.94;851.2;132.0;121.1;6.09;206.9;52.3;34.5;3.00;3.52
CB144;22.05;823.5;127.0;114.5;6.11;134.5;40.7;26.7;2.47;3.92
14WF, CB143;21.76;796.8;123.7;112.3;6.05;133.5;40.4;26.5;2.48;3.86
14WF, B14b;21.76;796.8;123.7;112.3;6.05;133.5;40.4;26.5;2.48;3.86
CB143N;21.75;795.9;123.7;112.2;6.05;133.4;40.3;26.5;2.48;3.92
CB143N;20.00;723.4;112.9;102.9;6.01;121.2;36.7;24.1;2.46;3.06
14WF, CB143;20.00;724.1;112.8;103.0;6.02;121.2;36.7;24.1;2.46;3.01
14WF, B14b;20.00;724.1;112.8;103.0;6.02;121.2;36.7;24.1;2.46;3.01
CB144;19.99;738.8;114.4;103.8;6.08;120.6;36.6;24.0;2.46;2.95
CB144;17.94;656.2;102.0;93.1;6.05;107.1;32.6;21.4;2.44;2.16
CB143N;17.94;640.8;100.4;92.1;5.98;107.3;32.6;21.5;2.45;2.24
14WF, CB143;17.94;641.5;100.4;92.2;5.98;107.3;32.6;21.5;2.45;2.19
14WF, B14b;17.94;641.5;100.4;92.2;5.98;107.3;32.6;21.5;2.45;2.19
CB143N;17.05;609.4;95.1;85.6;5.98;62.8;23.9;15.6;1.92;2.45
14WF, CB142;17.06;597.9;93.8;85.0;5.92;63.7;24.1;15.7;1.93;2.49
14WF, B14a;17.06;597.9;93.8;85.0;5.92;63.7;24.1;15.7;1.93;2.49
CB142N;17.03;596.7;93.7;84.9;5.92;63.6;24.1;15.7;1.93;2.54
CB143;15.59;552.5;86.5;78.2;5.95;56.8;21.6;14.1;1.91;1.90
14WF, CB142;15.59;542.1;85.2;77.8;5.90;57.5;21.8;14.3;1.92;1.93
14WF, B14a;15.59;542.1;85.2;77.8;5.90;57.5;21.8;14.3;1.92;1.93
CB142N;15.56;541.1;85.2;77.6;5.90;57.5;21.8;14.3;1.92;1.97
CB143;14.12;496.0;77.9;70.9;5.93;50.8;19.4;12.7;1.90;1.43
14WF, CB142;14.11;484.9;76.5;70.2;5.86;51.3;19.5;12.8;1.91;1.44
14WF, CB142;14.11;484.9;76.5;70.2;5.86;51.3;19.5;12.8;1.91;1.44
CB142N;14.10;484.0;76.5;70.1;5.86;51.2;19.5;12.8;1.91;1.48
14WF, CB142;12.65;429.0;67.8;62.7;5.82;45.1;17.2;11.3;1.89;1.05
14WF, B14a;12.65;429.0;67.8;62.7;5.82;45.1;17.2;11.3;1.89;1.05
CB142N;12.64;428.3;67.9;62.6;5.82;45.1;17.2;11.3;1.89;1.08
B14;12.46;436.5;68.5;61.3;5.92;27.3;12.9;8.0;1.48;1.24
B14;12.40;426.8;67.6;60.5;5.87;27.0;12.8;7.9;1.48;1.24
B14;12.38;435.3;68.2;61.1;5.93;27.2;12.9;8.0;1.48;1.23
CB141N;12.35;435.3;68.2;61.1;5.94;30.6;13.8;9.0;1.57;1.10
CB142;12.35;431.5;67.7;60.6;5.91;30.2;13.6;8.8;1.56;1.07
14WF, CB141;12.34;432.2;67.7;60.7;5.92;28.1;13.6;8.3;1.51;1.09
14WF, B14;12.34;432.2;67.7;60.7;5.92;28.1;13.6;8.3;1.51;1.14
CB142;11.47;398.3;62.7;56.3;5.89;27.7;12.6;8.2;1.56;0.87
14WF;11.18;346.7;56.9;49.9;5.57;19.2;10.8;5.6;1.31;0.86
CB142;11.18;357.5;57.8;51.1;5.66;24.2;11.0;7.1;1.47;0.71
14WF, CB141;11.17;385.3;60.7;54.6;5.87;24.6;12.1;7.3;1.49;0.81
14WF, B14;11.17;385.3;60.7;54.6;5.87;24.6;12.1;7.3;1.49;0.85
B14;11.07;383.7;60.4;54.3;5.89;23.4;11.2;6.9;1.46;0.89
B14;11.02;377.4;59.9;53.9;5.85;23.4;11.2;6.9;1.46;0.90
B14;10.93;381.3;59.9;54.0;5.91;23.3;11.1;6.9;1.46;0.87
CB141N;10.87;380.9;59.8;53.9;5.92;26.6;12.1;7.9;1.57;0.76
CB142;10.58;365.6;57.6;51.9;5.88;25.4;11.5;7.5;1.55;0.69
14WF, CB141;10.00;339.2;53.7;48.5;5.83;21.3;10.6;6.3;1.46;0.58
14WF, B14;10.00;339.2;53.7;48.5;5.83;21.3;10.6;6.3;1.46;0.61
B14;9.73;330.3;52.5;47.6;5.83;20.0;9.7;6.0;1.43;0.64
CB142;9.71;333.4;52.7;47.6;5.86;23.0;10.5;6.8;1.54;0.53
B14;9.70;334.3;52.7;47.8;5.87;19.9;9.6;5.9;1.43;0.62
CB141N;9.69;334.7;52.8;47.8;5.88;23.2;10.5;6.9;1.55;0.54
14WF;9.53;320.2;51.2;46.1;5.79;18.1;10.2;5.4;1.38;0.63
B14;8.89;294.9;47.1;42.5;5.76;16.8;8.2;5.0;1.38;0.46
CB141;8.82;292.0;46.6;41.8;5.75;15.5;8.0;5.2;1.33;0.45
CB141N;8.81;294.3;46.9;42.4;5.78;20.1;9.2;6.0;1.51;0.39
14WF, CB141;8.81;289.6;46.3;41.8;5.73;17.5;8.9;5.2;1.41;0.38
14WF, B14;8.81;289.6;46.3;41.8;5.73;17.5;8.9;5.2;1.41;0.42
   ----;7.65;242.6;39.2;34.9;5.63;8.3;5.5;3.3;1.04;0.36
   ----;6.47;197.4;32.2;28.8;5.52;6.4;4.4;2.6;0.99;0.21
   ----;5.05;147.3;24.4;21.0;5.40;2.7;2.3;1.3;0.72;0.13
CB125N;24.98;722.0;127.7;115.5;5.38;235.5;59.0;38.9;3.07;4.82
12WF, CB124;24.98;723.3;127.5;115.7;5.38;235.5;59.0;38.9;3.07;4.80
12WF, B12c;24.98;723.3;127.5;115.7;5.38;235.5;59.0;38.9;3.07;4.80
CB124;24.41;598.9;113.3;99.8;4.95;147.0;44.4;28.8;2.45;5.55
CB124C;24.11;650.8;119.8;108.5;5.20;230.5;58.1;38.4;3.09;4.62
CB125N;23.22;661.9;117.7;106.9;5.34;216.4;54.3;35.8;3.05;3.87
12WF, CB124;23.22;663.0;117.5;107.1;5.34;216.4;54.3;35.8;3.05;3.85
12WF, B14C;23.22;663.0;117.5;107.1;5.34;216.4;54.3;35.8;3.05;3.85
G12a;22.50;594.2;109.6;98.1;5.14;132.1;41.0;25.7;2.42;5.14
G12a;22.29;589.0;109.6;97.2;5.14;132.1;41.0;25.7;2.43;5.14
CB124B;22.35;560.2;104.5;93.4;5.01;187.5;47.0;30.6;2.90;3.25
CB124;22.05;570.7;106.3;95.1;5.09;138.5;42.2;27.7;2.51;4.51
12WF, CB124;21.16;597.4;106.3;97.5;5.31;195.3;49.1;32.4;3.04;2.94
12WF, B12c;21.16;597.4;106.3;97.5;5.31;195.3;49.1;32.4;3.04;2.94
CB125N;21.15;596.2;106.5;97.3;5.31;195.3;49.2;32.4;3.04;2.96
G12a;20.79;543.6;117.8;90.6;5.11;119.7;53.2;23.4;2.40;4.89
G12a;20.57;538.4;100.7;89.7;5.12;119.7;37.4;23.4;2.41;4.14
G12a;20.60;540.9;101.2;90.2;5.12;109.5;35.9;21.9;2.31;4.76
CB124B;20.58;539.0;99.2;89.8;5.12;180.7;45.4;29.8;2.96;2.56
G12a;20.58;538.8;100.8;89.8;5.12;114.7;36.8;22.9;2.36;4.39
CB123B;19.41;525.7;95.4;85.8;5.50;99.1;33.3;21.8;2.26;3.55
G12a;19.32;496.9;92.6;83.7;5.07;108.3;34.1;21.2;2.37;3.35
G12a;19.11;491.7;92.6;82.8;5.07;108.3;34.1;21.2;2.38;3.35
12WF, CB124;19.11;533.4;95.3;88.0;5.28;174.6;44.0;29.1;3.02;2.19
12WF, B12c;19.11;533.4;95.3;88.0;5.28;174.6;44.0;29.1;3.02;2.19
CB124B;19.11;521.3;94.7;86.9;5.22;175.2;44.2;29.2;3.03;2.19
CB125N;19.09;532.0;95.5;87.8;5.28;174.6;44.1;29.1;3.02;2.20
12WF, CB123;18.83;528.3;93.9;85.8;5.29;119.0;35.9;23.7;2.51;2.76
12WF, B12b;18.83;528.3;93.9;85.8;5.29;119.0;35.9;23.7;2.51;2.76
CB124N;18.81;527.5;94.0;85.7;5.30;119.0;35.9;23.7;2.52;2.77
G12;17.92;483.6;88.3;79.8;5.20;95.9;30.8;19.1;2.31;2.71
G12;17.77;479.9;88.3;79.2;5.20;95.8;30.8;19.1;2.32;2.71
CB123B;17.65;472.0;86.2;77.9;5.17;89.0;30.0;19.7;2.25;2.70
G12;17.62;479.1;87.2;79.1;5.21;94.9;30.5;18.9;2.32;2.62
12WF, B12b;17.06;476.1;84.8;78.1;5.28;107.4;32.5;21.4;2.51;2.11
12WF, CB123;17.06;476.1;84.8;78.1;5.28;107.4;32.5;21.4;2.51;2.11
CB124N;17.04;475.3;84.9;78.0;5.28;107.4;32.5;21.4;2.51;2.11
G12;16.35;435.6;79.9;72.6;5.16;84.9;27.6;17.0;2.28;2.10
G12;16.21;431.8;79.9;72.0;5.16;84.9;27.6;17.0;2.29;2.10
G12;16.18;432.5;79.3;72.1;5.17;84.3;27.4;16.9;2.28;2.05
G12;16.18;432.0;80.0;72.0;5.17;81.1;27.0;16.6;2.24;2.22
CB123B;16.17;428.4;78.5;71.4;5.15;80.9;27.3;18.0;2.24;2.11
G12;16.12;432.0;80.1;72.0;5.18;76.1;26.1;15.6;2.17;2.45
12WF, B12b;15.59;426.2;76.4;70.7;5.23;96.1;29.1;19.2;2.48;1.59
12WF, CB123;15.59;426.2;76.4;70.7;5.23;96.1;29.1;19.2;2.48;1.59
CB124N;15.57;425.4;76.5;70.5;5.23;96.1;29.1;19.2;2.48;1.59
G12;15.21;400.6;73.8;67.3;5.13;76.9;25.2;15.4;2.25;1.71
G12;15.07;396.9;73.8;66.6;5.13;76.9;25.2;15.4;2.26;1.71
12WF, B12a;14.71;394.5;70.8;64.7;5.18;56.4;21.3;14.0;1.96;1.79
12WF, CB122;14.71;394.5;70.8;64.7;5.18;56.4;21.3;14.0;1.96;1.79
CB123;14.69;400.5;72.2;65.4;5.22;57.5;21.7;14.2;1.98;1.80
CB123N;14.69;393.0;70.9;64.5;5.17;56.4;21.3;14.0;1.96;1.80
B12a;14.28;373.2;68.5;60.9;5.11;35.1;16.4;10.3;1.57;2.22
12WF, B12a;13.24;350.8;63.2;58.2;5.15;50.0;18.9;12.4;1.94;1.32
12WF, CB122;13.24;350.8;63.2;58.2;5.15;50.0;18.9;12.4;1.94;1.32
CB123;13.23;356.9;64.6;58.8;5.19;51.2;19.4;12.7;1.97;1.33
CB123N;13.21;349.3;63.3;57.9;5.14;50.0;18.9;12.4;1.95;1.33
B12a;13.10;340.9;62.6;55.7;5.10;28.3;14.0;8.8;1.47;1.83
B12a;12.97;335.1;61.8;55.3;5.08;31.1;14.6;9.2;1.55;1.69
B12a;11.84;304.6;56.2;50.3;5.07;24.9;12.4;7.8;1.45;1.38
B12a;11.80;301.2;55.9;50.2;5.05;27.6;13.1;8.2;1.53;1.28
12WF, B12a;11.77;310.1;55.9;51.9;5.13;44.1;16.7;11.0;1.94;0.96
12WF, CB122;11.77;310.1;55.9;51.9;5.13;44.1;16.7;11.0;1.94;0.96
CB123;11.76;313.7;57.0;52.3;5.17;44.9;17.1;11.2;1.95;0.95
CB123N;11.75;308.6;56.0;51.7;5.13;44.1;16.8;11.0;1.94;0.96
B12a;10.60;269.2;50.4;44.9;5.04;21.9;11.0;6.9;1.44;1.04
B12a;10.63;270.2;50.6;45.0;5.04;20.4;10.6;6.5;1.38;1.14
B12a;10.61;269.2;50.5;44.9;5.04;21.3;10.9;6.8;1.42;1.07
CB122;10.59;280.1;50.9;45.8;5.14;25.4;11.9;7.7;1.55;0.83
12WF, B12;10.59;280.8;51.0;45.9;5.15;23.7;11.9;7.2;1.50;0.88
12WF, CB121;10.59;280.8;51.0;45.9;5.15;23.7;11.9;7.2;1.50;0.84
CB122N;10.58;282.3;51.2;46.1;5.17;25.7;12.0;7.8;1.56;0.84
B12;10.58;281.8;51.1;46.0;5.16;22.7;11.1;6.9;1.46;0.94
CB122;9.99;238.1;44.8;39.6;4.88;21.0;9.9;6.3;1.45;0.60
12WF;9.54;238.1;44.1;39.7;5.00;17.8;10.1;5.4;1.37;0.70
B12;9.44;228.5;43.3;38.1;4.92;16.0;8.4;5.2;1.30;0.67
CB122N;9.42;247.0;45.1;40.8;5.12;22.3;10.5;6.8;1.54;0.59
B12;9.42;246.4;45.0;40.7;5.11;19.4;9.6;5.9;1.44;0.67
12WF, B12;9.41;246.8;45.0;40.7;5.12;20.6;10.5;6.3;1.48;0.63
12WF, CB121;9.41;246.8;45.0;40.7;5.12;20.6;10.5;6.3;1.48;0.59
CB122;9.40;246.3;45.0;40.7;5.12;22.3;10.4;6.8;1.54;0.59
B12;9.36;245.7;44.8;40.5;5.12;19.4;9.6;5.9;1.44;0.66
B12;9.13;225.2;42.3;37.5;4.97;14.7;8.0;4.8;1.27;0.67
12WF, B12;9.12;238.4;43.5;39.4;5.11;19.8;10.1;6.1;1.47;0.57
12WF, CB121;9.12;238.4;43.5;39.4;5.11;19.8;10.1;6.1;1.47;0.54
B12;9.02;232.3;43.1;38.5;5.08;17.3;8.9;5.5;1.38;0.64
12WF;8.70;228.0;41.6;38.0;5.12;17.1;9.8;5.3;1.40;0.60
B12;8.42;216.2;40.3;36.0;5.07;15.3;8.1;5.0;1.35;0.56
B12;8.41;216.6;40.2;36.1;5.07;14.2;7.7;4.7;1.30;0.60
B12;8.40;215.8;40.2;36.0;5.07;15.9;8.2;5.1;1.38;0.53
B12;8.28;213.6;39.2;35.6;5.08;16.4;8.2;5.0;1.41;0.47
12WF, B12;8.23;213.5;39.1;35.6;5.09;17.5;9.0;5.4;1.46;0.43
12WF, CB121;8.23;213.5;39.1;35.6;5.09;17.5;9.0;5.4;1.46;0.40
CB122;8.22;213.4;39.1;35.6;5.10;19.2;9.0;5.9;1.53;0.40
CB122N;8.22;213.4;39.1;35.6;5.10;19.2;9.0;5.9;1.53;0.40
B66;8.15;199.4;37.4;33.2;4.95;12.6;6.9;4.2;1.24;0.44
B66;8.15;199.4;37.4;33.2;4.95;12.6;6.9;4.2;1.24;0.44
B36;8.04;199.6;37.1;33.3;4.98;8.7;5.8;3.5;1.04;0.66
12WF, CB121;7.97;204.1;37.5;34.1;5.06;16.6;8.6;5.1;1.44;0.36
12WF, B12;7.97;204.1;37.5;34.1;5.06;16.6;8.6;5.1;1.44;0.39
B12;7.44;185.1;34.4;31.2;4.99;13.6;6.9;4.2;1.35;0.33
12WF, B12;7.39;183.4;34.0;30.9;4.98;14.5;7.7;4.5;1.40;0.30
12WF, CB121;7.39;183.4;34.0;30.9;4.98;14.5;7.7;4.5;1.40;0.27
B12;7.38;182.8;34.0;30.8;4.98;13.4;6.8;4.1;1.35;0.32
B12;7.37;181.4;33.8;30.6;4.96;12.6;6.6;4.0;1.31;0.34
CB122N;7.36;182.9;34.0;30.8;4.98;16.2;7.6;5.0;1.48;0.27
B25;7.35;175.5;32.7;29.2;4.89;7.3;4.9;2.9;1.00;0.40
CB121;7.34;183.0;33.9;30.7;4.99;13.8;7.0;4.6;1.37;0.30
CB103N;19.43;382.5;82.0;73.7;4.44;129.3;38.8;25.6;2.58;3.32
10WF, CB103;19.41;382.5;81.9;73.7;4.44;129.2;38.7;25.5;2.58;3.27
10WF, B10b;19.41;382.5;81.9;73.7;4.44;129.2;38.7;25.5;2.58;3.27
CB103A;18.81;308.8;70.6;61.8;4.05;106.3;31.8;20.4;2.38;2.96
CB103;18.53;300.4;69.1;60.1;4.03;85.2;28.4;18.1;2.14;3.17
